patent_id,patent_date,fields,forward5,Y,CTO,STO,PK,SK,TCT,MF,TS,NC,COL,INV,TKH,CKH,PKH,TTS,CTS,PTS,mean_conf_pro,mean_conf_anti,var_conf_pro,var_conf_anti,conf_gap_change,H_final,delta_H,cross_domain_support,cross_domain_attack,same_domain_support,same_domain_attack,acceptability_gap,fact_ratio_pro,fact_ratio_anti,final_prediction,prediction_volatility,final_pred_technology,final_pred_application,final_pred_user,final_pred_ecosystem,final_pred_businessmodel,total_rounds,term_unanimous,term_extended_debate,semantic_coherence
5730103,1998-03-24,01,2,0,0.6399999999999999,0.72,5,0,1127.0,F02D33,1,7,0,2,4878,190,4688,19616,847,18769,0.65,0.5111,0.0,0.000432,0.3725,0.9854,0.0132,12.0,8.0,4.0,1.0,-16.0,0.5,0.0,0,0.2,0,1,0,0,0,1,1,0,0.6267
5732676,1998-03-31,01,19,1,0.8704,0.94,55,0,2152.5,F02M7,1,24,0,5,29,5,24,34,19,15,0.7722,0.75,0.001173,0.0,0.7,0.7353,0.076,18.0,2.0,3.0,2.0,21.0,2.5,0.0,1,0.2,1,1,1,0,1,1,1,0,0.6425
5732684,1998-03-31,01,10,1,0.7107438016528926,0.8429752066115702,15,0,2275.0,F02M37,1,2,0,1,152,3,149,0,0,0,0.7625,0.5,0.001719,0.0,-0.5467,0.7538,0.147,12.0,8.0,3.0,2.0,15.0,1.0,0.0,1,0.4,1,1,1,1,1,1,1,0,0.7328
5735251,1998-04-07,01,2,0,0.375,0.625,4,0,1743.0,F02M33,1,20,0,3,5358,270,5088,28162,1451,26711,0.7583,0.5375,0.001181,0.001719,0.0042,0.8258,0.0929,8.0,12.0,3.0,2.0,7.0,2.5,0.0,1,0.4,1,0,1,1,1,1,1,0,0.7096
5738057,1998-04-14,01,1,0,0.375,0.7222222222222223,19,3,4238.5,F02B23,1,7,0,1,6,1,5,25,1,24,0.7267,0.6,0.001556,0.00375,0.1017,0.8711,0.0344,10.0,10.0,2.0,3.0,8.0,0.0,0.0,1,0.4,1,0,1,1,1,1,1,0,0.6083
5738068,1998-04-14,01,0,0,0.5599999999999999,0.72,5,0,2968.0,F02M3,1,20,1,4,16836,113,16723,95898,512,95386,0.768,0.0,0.001016,0.0,-0.056,0.7296,0.0957,16.0,4.0,4.0,1.0,20.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1,0,0.7741
5738069,1998-04-14,01,0,0,0.5599999999999999,0.7999999999999999,5,0,1862.0,F02D11,1,16,0,4,0,0,0,0,0,0,0.65,0.5278,0.0,0.000617,0.4075,0.9825,0.0146,15.0,5.0,2.0,3.0,-17.0,0.5,0.0,0,0.2,0,0,0,1,0,1,1,0,0.5991
5752387,1998-05-19,01,13,1,0.72,0.72,5,0,2716.0,F02D1,1,4,0,5,954,49,905,6388,245,6143,0.775,0.5,0.000625,0.0,-0.54,0.7398,0.147,12.0,8.0,3.0,2.0,15.0,2.5,0.0,1,0.4,1,1,1,1,1,1,1,0,0.7446
5754971,1998-05-19,08,3,0,0.4177777777777778,0.7288888888888889,15,0,1386.0,G06G7,2,18,0,5,581,43,538,2971,104,2867,0.7167,0.6,0.001389,0.008571,0.4125,0.9286,0.0524,8.6667,11.3333,2.0,3.0,3.3333,0.75,0.0,0,0.3333,0,0,0,0,1,3,0,1,0.7624
5755200,1998-05-26,01,1,0,0.40625,0.5625,10,0,2649.5,F02D31,1,12,0,1,0,0,0,0,0,0,0.7688,0.55,0.001211,0.0025,-0.58,0.7538,0.1272,12.0,8.0,3.0,2.0,15.0,3.5,0.0,1,0.4,1,1,1,1,1,1,1,0,0.7139
5755206,1998-05-26,01,12,1,0.65625,0.6875,8,0,577.5,F02P5,1,20,0,2,12585,92,12493,46248,323,45925,0.7889,0.65,0.002099,0.0,0.5625,0.6971,0.1142,18.0,2.0,3.0,2.0,21.0,3.0,0.0,1,0.2,1,1,1,0,1,1,1,0,0.6288
5755211,1998-05-26,01,9,1,0.59375,0.65625,8,1,1123.5,F02M21,1,7,0,1,10102,57,10045,43013,203,42810,0.765,0.0,0.001025,0.0,-0.05,0.7398,0.0855,16.0,4.0,4.0,1.0,20.0,2.0,0.0,1,0.0,1,1,1,1,1,1,1,0,0.723
5758623,1998-06-02,01,3,0,0.58,0.88,11,0,4266.5,F02M37,1,15,0,2,37,2,35,39,2,37,0.75,0.575,0.0,0.00375,-0.39,0.9693,-0.058,12.0,8.0,2.0,3.0,2.0,1.0,0.0,0,0.4,0,0,0,0,0,1,1,0,0.7645
5762046,1998-06-09,01,5,0,0.1326530612244898,0.6326530612244898,14,0,1456.0,F02M37,1,12,0,3,240,10,230,0,0,0,0.7071,0.6,0.001735,0.005,0.15,0.913,-0.0394,11.0,9.0,4.0,1.0,13.0,1.5,0.0,1,0.2,1,0,1,1,1,1,1,0,0.7845
5765526,1998-06-16,01,1,0,0.4444444444444444,0.6666666666666667,3,0,2653.0,F02D33,1,6,0,1,4969,195,4774,20198,869,19329,0.75,0.5611,0.0,0.00321,-0.37,0.9722,-0.0186,7.0,13.0,3.0,2.0,-2.0,0.5,0.0,0,0.2,0,0,0,0,0,1,1,0,0.8187
5769045,1998-06-23,01,5,0,0.5511111111111111,0.6844444444444444,15,0,2016.0,F02M35,1,7,0,2,1216,40,1176,3911,117,3794,0.7556,0.5,0.003025,0.0,-0.51,0.7738,0.0752,14.0,6.0,4.0,1.0,16.0,2.5,0.0,1,0.2,1,1,1,1,1,1,1,0,0.6541
5771869,1998-06-30,01,4,0,0.21875,0.21875,8,0,3146.5,F02M25,1,8,0,2,5458,275,5183,28815,1483,27332,0.65,0.6,0.0,0.004375,0.51,0.9458,0.0117,10.0,10.0,2.0,3.0,-3.0,2.0,0.3333,1,0.4,0,1,1,1,1,2,0,1,0.6868
5774822,1998-06-30,01,2,0,0.3571428571428572,0.3571428571428572,14,5,644.0,G06G7,2,46,0,2,4983,196,4787,20324,873,19451,0.725,0.5857,0.001325,0.001939,-0.0008,0.8853,0.0231,8.0,12.0,2.5,2.5,9.5,2.6667,0.0,1,0.2,0,1,1,1,1,2,0,1,0.7661
5778844,1998-07-14,01,1,0,0.6666666666666667,0.6666666666666667,3,4,1372.0,F02N17,2,6,0,1,5778,234,5544,27627,955,26672,0.6667,0.5542,0.000556,0.003108,0.3825,0.9661,0.0281,9.5,10.5,1.5,3.5,-2.0,1.0,0.0,0,0.3,0,1,0,0,0,2,0,1,0.6783
5778860,1998-07-14,01,1,0,0.3705103969754253,0.6540642722117203,23,0,1855.0,F02M31,1,13,0,1,0,0,0,0,0,0,0.7833,0.5,0.001667,0.0,-0.56,0.695,0.1541,16.0,4.0,4.0,1.0,20.0,3.0,0.0,1,0.2,1,1,1,1,1,1,1,0,0.7104
5782217,1998-07-21,01,4,0,0.6115702479338844,0.7933884297520661,14,1,2625.0,F02F5,1,24,0,2,1090,51,1039,3749,140,3609,0.7571,0.6,0.001735,0.001667,0.0333,0.7962,0.0973,11.0,9.0,4.0,1.0,13.0,3.5,0.0,1,0.2,1,1,0,1,1,1,1,0,0.6941
5782226,1998-07-21,08,4,0,0.4489795918367346,0.469387755102041,14,0,2082.5,F02D21,2,4,0,1,770,36,734,948,34,914,0.775,0.0,0.000625,0.0,-0.05,0.7219,0.0894,17.0,3.0,3.0,2.0,20.0,2.5,0.0,1,0.0,1,1,1,1,1,1,1,0,0.6288
5785030,1998-07-28,02,13,1,0.7040816326530612,0.7142857142857143,19,0,3860.5,F02M25,2,16,0,1,3,1,2,6,2,4,0.7833,0.5,0.001111,0.0,-0.56,0.6995,0.1495,16.0,4.0,4.0,1.0,20.0,2.5,0.0,1,0.2,1,1,1,1,1,1,1,0,0.7029
5787864,1998-08-04,01,6,1,0.4444444444444444,0.7777777777777777,6,0,3139.5,F02M67,1,9,0,4,45,2,43,59,0,59,0.7722,0.65,0.000617,0.0,0.6,0.7644,0.0469,16.0,4.0,3.0,2.0,19.0,4.0,0.0,1,0.2,1,1,1,0,1,1,1,0,0.683
5794599,1998-08-18,01,5,0,0.0,0.0,1,1,1302.0,F02M33,1,6,0,1,5812,236,5576,27915,977,26938,0.0,0.545,0.0,0.004725,0.01,0.9763,0.0077,14.0,6.0,4.0,1.0,-18.0,0.0,0.0,0,0.0,0,0,0,0,0,1,1,0,0.694
5794604,1998-08-18,01,2,0,0.628099173553719,0.7107438016528926,11,5,3080.0,F02D41,1,7,0,6,5046,198,4848,20732,896,19836,0.7778,0.5,0.000617,0.0,-0.55,0.7219,0.1271,16.0,4.0,4.0,1.0,20.0,2.0,0.0,1,0.2,1,1,1,1,1,1,1,0,0.7137
5797369,1998-08-25,01,1,0,0.5599999999999999,0.74,10,5,3598.0,F02D41,1,1,0,6,5054,199,4855,20769,897,19872,0.7778,0.5,0.000617,0.0,-0.55,0.7219,0.1271,16.0,4.0,4.0,1.0,20.0,3.0,0.0,1,0.2,1,1,1,1,1,1,1,0,0.7387
5797373,1998-08-25,01,2,0,0.6666666666666666,0.8333333333333333,6,0,2149.0,F02M37,1,6,0,2,5819,239,5580,27952,983,26969,0.65,0.5778,0.0,0.008395,0.5175,0.9151,0.0776,10.0,10.0,4.0,1.0,-14.0,0.5,0.0,0,0.2,0,0,1,0,0,1,1,0,0.6986
5797375,1998-08-25,01,2,0,0.6111111111111112,0.7777777777777777,6,0,1092.0,F02M37,1,11,0,1,5819,239,5580,27952,983,26969,0.7787,0.575,0.001161,0.005625,-0.621,0.725,0.1486,12.0,8.0,3.0,2.0,15.0,3.5,0.0,1,0.4,1,1,1,1,1,1,1,0,0.7572
5797377,1998-08-25,01,2,0,0.6172839506172839,0.8148148148148149,10,0,3073.0,F02M37,1,8,0,1,5819,239,5580,27952,983,26969,0.65,0.59,0.0,0.009123,-0.024,0.964,0.0156,9.5,10.5,1.5,3.5,-6.0,0.6667,0.0,0,0.4,0,0,0,0,0,2,0,1,0.7195
5803054,1998-09-08,01,4,0,0.72,0.7599999999999999,10,0,2030.0,F02M37,1,3,0,5,5080,200,4880,20902,902,20000,0.71,0.53,0.0024,0.0016,0.075,0.8967,0.0598,4.0,16.0,1.0,4.0,5.0,2.0,0.0,1,0.6,1,0,1,1,1,1,1,0,0.7401
5803057,1998-09-08,13,3,0,0.5714285714285714,0.7346938775510204,7,3,4228.0,F02D41,2,19,0,1,0,0,0,0,0,0,0.7778,0.5,0.000617,0.0,-0.55,0.7219,0.1271,16.0,4.0,4.0,1.0,20.0,2.5,0.0,1,0.2,1,1,1,1,1,1,1,0,0.6517
5803059,1998-09-08,01,3,0,0.375,0.625,4,0,5271.0,F02P29,1,41,0,2,0,0,0,0,0,0,0.7778,0.65,0.002284,0.0,0.565,0.7195,0.1058,17.0,3.0,3.0,2.0,20.0,2.5,0.0,1,0.2,1,1,1,0,1,1,1,0,0.626
5806479,1998-09-15,01,6,1,0.53125,0.53125,10,0,2719.5,F02N17,1,20,1,6,113,4,109,158,18,140,0.7063,0.525,0.001523,0.000625,-0.4817,0.8884,0.0109,12.0,8.0,3.0,2.0,15.0,1.5,0.0,1,0.4,1,1,1,1,1,1,1,0,0.7298
5806505,1998-09-15,01,1,0,0.0,0.0,3,0,4298.0,F02P3,1,4,0,1,5840,241,5599,28109,987,27122,0.7667,0.525,0.000556,0.000625,-0.0583,0.8133,0.1083,8.0,12.0,2.0,3.0,8.0,1.0,0.0,1,0.4,1,1,0,1,1,1,1,0,0.79
5809979,1998-09-22,13,1,0,0.4444444444444444,0.6666666666666667,4,0,6412.0,F02M21,1,19,0,3,673,3,670,2221,5,2216,0.7167,0.5643,0.002222,0.001224,0.0667,0.981,-0.0726,10.0,10.0,3.0,2.0,5.0,1.5,0.0,0,0.2,0,0,0,1,0,1,1,0,0.6602
5813371,1998-09-29,01,3,0,0.4444444444444444,0.5,15,0,4354.0,F02B71,1,3,0,1,0,0,0,0,0,0,0.7778,0.65,0.000617,0.0,-0.7,0.7219,0.1139,16.0,4.0,4.0,1.0,20.0,4.0,0.0,1,0.2,1,1,1,1,1,1,1,0,0.8071
5813387,1998-09-29,01,17,1,0.4036281179138321,0.4761904761904759,21,2,2653.0,F02D41,1,3,0,5,17433,123,17310,103923,556,103367,0.8,0.5,0.002222,0.0,-0.59,0.6323,0.2168,16.0,4.0,4.0,1.0,20.0,4.5,0.0,1,0.2,1,1,1,1,1,1,1,0,0.7453
5816224,1998-10-06,13,8,1,0.4938271604938271,0.8148148148148149,9,0,4606.0,F02M21,1,15,0,2,0,0,0,0,0,0,0.7667,0.5,0.001111,0.0,-0.5525,0.7398,0.1232,16.0,4.0,4.0,1.0,20.0,3.5,0.0,1,0.2,1,1,1,1,1,1,1,0,0.7444
5817925,1998-10-06,01,16,1,0.1527777777777779,0.5416666666666666,12,0,1011.5,F02M37,2,27,0,3,51,10,41,58,20,38,0.7833,0.65,0.001111,0.0,-0.71,0.6995,0.1363,16.0,4.0,4.0,1.0,20.0,3.5,0.0,1,0.2,1,1,1,1,1,1,1,0,0.728
5819538,1998-10-13,09,2,0,0.5293005671077504,0.8015122873345936,32,0,3864.0,F02B37,1,10,0,1,0,0,0,0,0,0,0.7722,0.7,0.000617,0.0,0.65,0.7538,0.0575,16.0,4.0,4.0,1.0,20.0,2.0,0.0,1,0.2,1,1,1,0,1,1,1,0,0.6336
5819697,1998-10-13,01,0,0,0.75,0.75,13,0,4291.0,F02B77,1,1,0,6,11,3,8,4,0,4,0.705,0.5567,0.002725,0.002289,0.3575,0.9404,0.0538,9.75,10.25,3.75,1.25,4.5,1.2,0.0,0,0.25,0,1,0,0,0,4,0,1,0.8089
5819702,1998-10-13,01,3,0,0.5,0.5,5,45,4791.5,F02B75,1,9,0,1,0,0,0,0,0,0,0.7333,0.6214,0.000556,0.002755,0.1167,0.9235,-0.018,11.0,9.0,3.0,2.0,6.0,1.5,0.0,0,0.2,0,0,0,0,1,1,1,0,0.7301
5820517,1998-10-13,01,4,0,0.0,0.0,1,0,1141.0,F02D41,1,3,0,3,5118,202,4916,21214,918,20296,0.686,0.56,0.001384,0.0054,-0.422,0.9116,0.0129,11.5,8.5,3.0,2.0,10.5,2.6667,0.0,1,0.3,1,1,1,1,1,2,0,1,0.683
5821411,1998-10-13,08,3,0,0.5,0.5,2,0,1946.0,G01M15,2,19,0,3,5870,242,5628,28367,1003,27364,0.7071,0.6,0.001735,0.005,0.15,0.913,-0.0394,12.0,8.0,3.0,2.0,15.0,1.5,0.0,1,0.2,1,0,1,1,1,1,1,0,0.6532
5823148,1998-10-20,01,0,0,0.2448979591836735,0.7346938775510204,7,0,2345.0,F02B75,1,7,0,1,0,0,0,0,0,0,0.7722,0.65,0.000617,0.0,0.6,0.7644,0.0469,15.0,5.0,4.0,1.0,19.0,3.0,0.0,1,0.2,1,1,0,1,1,1,1,0,0.6776
5823152,1998-10-20,10,21,1,0.0,0.0,16,1,1806.0,F01L1,1,10,0,1,3090,75,3015,16881,422,16459,0.7529,0.5833,0.002192,0.003889,-0.5873,0.7934,0.1121,9.0,11.0,2.0,3.0,9.0,1.5,0.0,1,0.6,1,1,1,1,1,1,1,0,0.6761
5823165,1998-10-20,08,5,0,0.4444444444444444,0.7901234567901234,10,0,4473.0,F02D41,2,23,0,4,246,9,237,288,6,282,0.7286,0.5333,0.003469,0.000556,-0.5033,0.8387,0.083,8.0,12.0,2.0,3.0,10.0,2.0,0.0,1,0.6,1,1,1,1,1,1,1,0,0.7092
5826565,1998-10-27,"01,14",5,0,0.0,0.0,1,0,1862.0,F02B23,1,18,0,2,5885,242,5643,28524,1006,27518,0.7714,0.55,0.000612,0.001667,-0.58,0.7577,0.1596,8.0,12.0,2.0,3.0,10.0,1.5,0.0,1,0.6,1,1,1,1,1,1,1,0,0.7847
5827151,1998-10-27,01,3,0,0.4444444444444444,0.4444444444444444,3,0,1155.0,F02D41,1,9,0,4,5131,203,4928,21325,922,20403,0.75,0.61,0.001,0.0029,-0.36,0.9576,-0.1085,12.3333,7.6667,2.6667,2.3333,13.6667,2.0,0.0,0,0.2667,0,0,0,0,0,3,0,1,0.7918
5832880,1998-11-10,03,19,1,0.5816326530612246,0.826530612244898,14,0,2191.0,F02B47,1,14,0,1,256,10,246,923,39,884,0.7778,0.65,0.001173,0.0,0.5875,0.7419,0.0693,16.0,4.0,3.0,2.0,19.0,2.0,0.0,1,0.2,1,0,1,1,1,1,1,0,0.7251
5832905,1998-11-10,13,5,0,0.0,0.0,1,0,420.0,F02M21,1,15,0,4,40,3,37,159,8,151,0.7778,0.7,0.001173,0.0,0.6375,0.7314,0.0799,16.0,4.0,4.0,1.0,20.0,2.0,0.0,1,0.2,1,1,1,0,1,1,1,0,0.6797
5832906,1998-11-10,01,3,0,0.6111111111111112,0.7222222222222222,6,0,1186.5,F02M21,1,11,0,5,0,0,0,0,0,0,0.7944,0.5,0.001914,0.0,-0.58,0.6547,0.1943,16.0,4.0,4.0,1.0,20.0,1.5,0.0,1,0.2,1,1,1,1,1,1,1,0,0.7637
5836281,1998-11-17,01,0,0,0.0,0.0,1,0,4305.0,F02F7,1,11,0,2,159,2,157,434,1,433,0.6917,0.5,0.002014,0.0,-0.43,0.899,0.0633,4.0,16.0,2.0,3.0,4.0,1.5,0.0,1,0.8,1,1,1,1,1,1,1,0,0.8375
5836292,1998-11-17,08,3,0,0.48,0.5599999999999999,5,0,2380.0,F02D41,3,20,0,1,5631,283,5348,29983,1534,28449,0.7177,0.5857,0.001695,0.004082,-0.482,0.9019,0.0095,10.6667,9.3333,2.6667,2.3333,13.3333,1.25,0.0,1,0.2,1,1,1,1,1,3,0,1,0.7504
5839415,1998-11-24,01,2,0,0.6115702479338844,0.7272727272727273,11,5,3773.0,F02D41,1,1,0,6,5171,207,4964,21516,927,20589,0.7417,0.6222,0.001181,0.002284,0.0667,0.9095,-0.004,11.0,9.0,2.5,2.5,11.5,1.6667,0.0,0,0.3,1,0,0,0,0,2,0,1,0.7426
5839987,1998-11-24,01,2,0,0.5,0.5,2,2,2530.5,F02D41,1,6,0,4,5171,207,4964,21516,927,20589,0.7833,0.6,0.001111,0.0,-0.66,0.6995,0.1437,16.0,4.0,4.0,1.0,20.0,4.0,0.0,1,0.2,1,1,1,1,1,1,1,0,0.7003
5845618,1998-12-08,01,1,0,0.5,0.5,6,0,924.0,F02B75,1,14,0,2,1142,53,1089,3936,146,3790,0.7663,0.525,0.001098,0.000625,-0.551,0.7614,0.1239,12.0,8.0,3.0,2.0,15.0,2.5,0.0,1,0.4,1,1,1,1,1,1,1,0,0.6864
5848578,1998-12-15,01,2,0,0.40625,0.40625,9,3,4459.0,F01L1,2,47,0,2,1144,54,1090,3940,146,3794,0.6643,0.5722,0.00051,0.008117,0.3675,0.9719,0.0149,8.75,11.25,2.5,2.5,-3.75,1.2,0.0,0,0.15,0,0,1,0,0,4,0,1,0.7746
5850824,1998-12-22,01,6,1,0.4970414201183432,0.6863905325443788,13,0,1491.0,F02D41,1,12,0,8,1336,51,1285,4434,139,4295,0.7571,0.55,0.002449,0.005,0.1375,0.8068,0.08,12.0,8.0,3.0,2.0,15.0,2.5,0.0,1,0.2,1,0,1,1,1,1,1,0,0.7081
5860405,1999-01-19,01,0,0,0.5,0.625,4,0,2096.5,F02P5,1,6,0,3,45,3,42,44,3,41,0.65,0.55,0.0,0.001667,-0.03,0.981,0.0103,9.5,10.5,1.5,3.5,3.0,1.0,0.0,0,0.6,0,0,0,0,0,2,0,1,0.7668
5862507,1999-01-19,"01,08",10,1,0.7570153061224489,0.7863520408163265,57,26,2576.0,F02D41,1,24,0,2,1355,51,1304,4519,147,4372,0.7833,0.55,0.001111,0.0,-0.61,0.6995,0.1481,16.0,4.0,4.0,1.0,20.0,2.5,0.0,1,0.2,1,1,1,1,1,1,1,0,0.7849
5863277,1999-01-26,01,7,1,0.6975308641975309,0.7839506172839505,18,2,3006.5,F02D41,1,43,0,1,36,2,34,45,2,43,0.7078,0.6125,0.001473,0.002552,0.1108,0.9236,-0.0138,11.4,8.6,3.0,2.0,13.6,0.8333,0.0,1,0.08,1,0,1,1,1,5,0,1,0.8339
5867987,1999-02-09,01,4,0,0.5693296602387512,0.613406795224977,42,2,3213.0,F02B37,1,17,0,2,6,3,3,4,4,0,0.7944,0.5,0.001914,0.0,-0.58,0.6547,0.1943,16.0,4.0,4.0,1.0,20.0,3.5,0.0,1,0.2,1,1,1,1,1,1,1,0,0.7329
5868117,1999-02-09,01,9,1,0.4733727810650887,0.6272189349112426,13,0,1484.0,F02D41,1,13,0,5,1370,52,1318,4591,147,4444,0.73,0.6125,0.001833,0.001719,-0.0533,0.8759,0.0164,8.0,12.0,2.0,3.0,10.0,2.5,0.0,1,0.4,1,0,1,1,1,1,1,0,0.748
5868119,1999-02-09,01,3,0,0.0,0.59375,8,0,724.5,F02M33,1,8,0,5,5245,210,5035,21959,936,21023,0.0,0.54,0.0,0.0004,-0.02,0.9928,0.0029,12.0,8.0,4.0,1.0,-16.0,0.0,0.0,0,0.0,0,0,0,0,0,1,1,0,0.7715
5868122,1999-02-09,01,3,0,0.6122448979591837,0.7755102040816326,7,0,1505.0,F02M21,1,11,0,2,1,1,0,0,0,0,0.7533,0.55,0.0012,0.0,-0.556,0.7933,0.0543,16.0,4.0,3.0,2.0,17.0,2.0,0.0,1,0.2,1,1,1,1,1,1,1,0,0.8175
5870979,1999-02-16,01,1,0,0.375,0.375,4,0,1648.5,F02B33,1,9,0,1,0,0,0,0,0,0,0.7429,0.6,0.002449,0.005,0.0875,0.8387,0.0349,12.0,8.0,3.0,2.0,15.0,1.0,0.0,1,0.2,1,1,1,0,1,1,1,0,0.7027
5873342,1999-02-23,01,0,0,0.75,0.75,13,0,4424.0,F02F7,1,7,0,5,14,4,10,4,0,4,0.65,0.5722,0.0,0.006173,0.5075,0.9316,0.0626,9.0,11.0,2.0,3.0,-11.0,0.5,0.0,0,0.2,0,0,0,0,1,1,1,0,0.6631
5875743,1999-03-02,03,23,1,0.0,0.6666666666666667,3,0,1967.0,F02B47,1,11,0,1,265,11,254,963,39,924,0.755,0.0,0.001225,0.0,-0.01,0.7857,0.0256,16.0,4.0,4.0,1.0,20.0,2.5,0.0,1,0.0,1,1,1,1,1,1,1,0,0.7257
5875746,1999-03-02,01,7,1,0.7777777777777777,0.7777777777777777,6,0,2537.5,F01L9,3,8,0,1,0,0,0,0,0,0,0.7714,0.55,0.000612,0.005,0.1125,0.7822,0.1045,12.0,8.0,3.0,2.0,15.0,1.5,0.0,1,0.2,1,0,1,1,1,1,1,0,0.7366
5875767,1999-03-02,01,0,0,0.0,0.375,4,0,955.5,F02P13,1,7,0,3,5985,246,5739,29359,1040,28319,0.0,0.575,0.0,0.005625,-0.01,0.9616,0.0106,14.0,6.0,5.0,0.0,-19.0,0.0,0.0,0,0.0,0,0,0,0,0,1,1,0,0.7501
5878718,1999-03-09,01,9,1,0.3399999999999998,0.78,10,1,1792.0,F02M37,1,42,0,5,6004,247,5757,29434,1043,28391,0.675,0.55,0.000625,0.002813,-0.03,0.9825,0.0043,8.6667,11.3333,2.3333,2.6667,1.6667,0.25,0.0,0,0.2667,0,0,0,0,0,3,0,1,0.8129
5880533,1999-03-09,01,5,0,0.6666666666666667,0.8088888888888889,15,2,2765.0,F02N11,1,14,0,2,5267,213,5054,22165,943,21222,0.7778,0.55,0.000617,0.0,-0.6,0.7219,0.1256,16.0,4.0,4.0,1.0,20.0,2.5,0.0,1,0.2,1,1,1,1,1,1,1,0,0.7214
5881700,1999-03-16,01,5,0,0.0,0.6122448979591837,7,0,1631.0,F02M37,1,19,0,3,6011,248,5763,29476,1044,28432,0.65,0.5556,0.0,0.00358,0.4675,0.9587,0.034,13.0,7.0,4.0,1.0,-17.0,0.0,0.0,0,0.2,1,0,0,0,0,1,1,0,0.6778
5881703,1999-03-16,01,5,0,0.5408163265306123,0.6836734693877551,14,0,1547.0,F02D41,1,32,0,9,1382,53,1329,4694,148,4546,0.775,0.0,0.000625,0.0,-0.05,0.7219,0.0894,16.0,4.0,4.0,1.0,20.0,2.0,0.0,1,0.0,1,1,1,1,1,1,1,0,0.7207
5884478,1999-03-23,09,0,0,0.0,0.0,8,0,5250.0,F02B37,1,5,0,1,0,0,0,0,0,0,0.78,0.6,0.001089,0.0,-0.654,0.7107,0.1325,16.0,4.0,3.0,2.0,19.0,2.0,0.0,1,0.2,1,1,1,1,1,1,1,0,0.6639
5884597,1999-03-23,01,6,1,0.375,0.75,4,0,2261.0,F02N17,1,14,0,6,17942,129,17813,111284,585,110699,0.7833,0.5,0.001111,0.0,-0.56,0.6995,0.1495,16.0,4.0,4.0,1.0,20.0,2.0,0.0,1,0.2,1,1,1,1,1,1,1,0,0.7438
5884607,1999-03-23,01,3,0,0.3199999999999998,0.72,7,0,2149.0,F02M37,1,16,0,3,6023,249,5774,29531,1046,28485,0.75,0.5444,0.0,0.002469,-0.345,0.9971,-0.0553,5.0,15.0,2.0,3.0,1.0,0.5,0.0,0,0.2,0,0,0,0,0,1,1,0,0.7197
5887554,1999-03-30,01,10,1,0.4970414201183433,0.4970414201183433,15,32,3563.0,F02B43,1,31,0,3,0,0,0,0,0,0,0.7611,0.6,0.000988,0.0,0.575,0.8036,0.0077,16.0,4.0,3.0,2.0,19.0,2.0,0.0,1,0.2,1,1,1,0,1,1,1,0,0.7041
5887559,1999-03-30,01,0,0,0.0,0.0,1,0,5558.0,F02N17,2,9,0,3,820,4,816,2759,13,2746,0.65,0.5778,0.0,0.010617,0.515,0.9044,0.0839,11.0,9.0,2.0,3.0,-13.0,0.5,0.0,0,0.2,0,0,0,1,0,1,1,0,0.664
5890464,1999-04-06,01,1,0,0.46875,0.5625,8,0,3031.0,F02M35,1,8,0,1,18,2,16,43,1,42,0.7778,0.55,0.000617,0.0,-0.6,0.7219,0.1256,16.0,4.0,4.0,1.0,20.0,4.5,0.0,1,0.2,1,1,1,1,1,1,1,0,0.6824
5890881,1999-04-06,09,6,1,0.6115702479338844,0.6115702479338844,17,0,5593.0,F01D11,2,14,0,1,2425,59,2366,8644,180,8464,0.7833,0.6,0.001111,0.0,-0.66,0.6995,0.1437,16.0,4.0,4.0,1.0,20.0,2.5,0.0,1,0.2,1,1,1,1,1,1,1,0,0.7273
5890994,1999-04-06,01,2,0,0.4600000000000001,0.58,10,0,588.0,F02D41,1,5,0,3,5303,216,5087,22391,949,21442,0.7833,0.5,0.001111,0.0,-0.56,0.6995,0.1495,15.0,5.0,4.0,1.0,19.0,2.0,0.0,1,0.2,1,1,1,1,1,1,1,0,0.734
5894731,1999-04-20,01,3,0,0.72,0.7999999999999999,5,0,1449.0,F02B37,1,8,0,1,297,11,286,988,44,944,0.78,0.575,0.0007,0.000625,-0.623,0.7248,0.1547,12.0,8.0,3.0,2.0,15.0,1.5,0.0,1,0.4,1,1,1,1,1,1,1,0,0.6719
5908019,1999-06-01,01,1,0,0.72,0.72,5,0,1813.0,F02D41,1,8,0,6,5366,219,5147,22759,964,21795,0.0,0.615,0.0,0.003525,0.07,0.9676,-0.0335,11.0,9.0,3.0,2.0,-14.0,0.0,0.0,0,0.0,0,0,0,0,0,1,1,0,0.611
5908368,1999-06-01,01,0,0,0.5,0.6666666666666666,6,0,1305.5,F02D41,1,9,0,4,5366,219,5147,22759,964,21795,0.6667,0.5542,0.000556,0.001441,0.41,0.9705,0.0121,8.5,11.5,2.5,2.5,-3.0,1.0,0.0,0,0.3,0,0,1,0,0,2,0,1,0.7622
5909723,1999-06-08,01,2,0,0.375,0.375,4,0,5365.5,F02P5,1,33,0,7,646,48,598,3398,172,3226,0.7389,0.5,0.002099,0.0,-0.48,0.8281,0.0209,14.0,6.0,4.0,1.0,12.0,3.0,0.0,1,0.2,1,1,1,1,1,1,1,0,0.6739
